,OSEBuildingID,PrimaryPropertyType,Latitude,Longitude,YearBuilt,NumberofBuildings,NumberofFloors,PropertyGFAParking,PropertyGFABuilding(s),LargestPropertyUseType,LargestPropertyUseTypeGFA,SecondLargestPropertyUseType,SecondLargestPropertyUseTypeGFA,ThirdLargestPropertyUseType,ThirdLargestPropertyUseTypeGFA,ENERGYSTARScore,SiteEnergyUseWN(kBtu),TotalGHGEmissions,SteamUse,Electricity,NaturalGas,PropertyGFABuilding(s)Pct,PropertyGFAParkingPct,LargestPropertyUseTypeGFAPct,SecondLargestPropertyUseTypeGFAPct,ThirdLargestPropertyUseTypeGFAPct,BuildingType_is_campus,BuildingType_is_NonResidential,BuildingType_is_Nonresidential_COS,BuildingType_is_Nonresidential_WA
226,409,Large Office,47.61033,-122.3357,1984,1,6,13200,96630,Office,83485.0,Parking,13200.0,Retail Store,5000.0,45.0,7335905.5,51.14,False,True,False,87.98142583993445,12.018574160065556,86.39656421401222,13.660353927351753,5.17437648763324,0.0,1.0,0.0,0.0
227,410,Hotel,47.60996,-122.33572,1973,1,19,59280,272787,Hotel,332067.0,NotUsed,0.0,NotUsed,0.0,6.0,37984148.0,1468.5,True,True,True,82.14818093938874,17.851819060611263,121.73124085825204,0.0,0.0,0.0,1.0,0.0,0.0
228,411,Large Office,47.60991,-122.33687,1910,1,10,0,130513,Office,87391.0,Retail Store,32264.0,Restaurant,10858.0,49.0,11792293.0,318.08,True,True,True,100.0,0.0,66.95961321860658,24.72090902821941,8.319477753174013,0.0,1.0,0.0,0.0
229,412,Small- and Mid-Sized Office,47.60953,-122.33647,1920,1,8,0,60660,Office,41958.0,Retail Store,4800.0,NotUsed,0.0,,2586116.0,18.03,False,True,False,100.0,0.0,69.16913946587538,7.9129574678536105,0.0,0.0,1.0,0.0,0.0
230,413,Large Office,47.60902,-122.33674,1929,1,14,0,137350,Office,124508.0,NotUsed,0.0,NotUsed,0.0,89.0,6825027.0,202.99,True,True,False,100.0,0.0,90.65016381507098,0.0,0.0,0.0,1.0,0.0,0.0
231,415,Large Office,47.61022,-122.33745,1985,1,30,134662,620338,Office,643083.0,Parking,126891.0,Restaurant,13422.0,72.0,53974556.0,793.05,True,True,True,82.16397350993377,17.836026490066224,103.66654952622602,20.455138972624603,2.163659166454417,0.0,1.0,0.0,0.0
232,416,Small- and Mid-Sized Office,47.60995,-122.33904,1906,1,4,0,63540,Office,56747.0,NotUsed,0.0,NotUsed,0.0,72.0,3564626.75,74.83,False,True,True,100.0,0.0,89.30909663204281,0.0,0.0,0.0,1.0,0.0,0.0
233,417,Large Office,47.60987,-122.33824,1927,1,10,0,130893,Office,87925.0,Supermarket/Grocery Store,27177.0,Medical Office,6644.0,80.0,7163323.5,48.54,False,True,False,100.0,0.0,67.17318725982291,20.76276042263528,5.075901690693925,0.0,1.0,0.0,0.0
234,418,Mixed Use Property,47.60821,-122.33899,1910,1,5,0,79920,Office,39960.0,Retail Store,26640.0,Other,13320.0,,2977095.25,20.98,False,True,False,100.0,0.0,50.0,33.333333333333336,16.666666666666668,0.0,1.0,0.0,0.0
235,419,Mixed Use Property,47.60881,-122.34119,1908,1,4,0,137400,Retail Store,44078.0,Other - Restaurant/Bar,19182.0,Multifamily Housing,14380.0,,14879755.0,316.2,False,True,True,100.0,0.0,32.080058224163025,13.960698689956331,10.465793304221252,1.0,0.0,0.0,0.0
236,420,Other,47.61164,-122.33446,1996,1,6,86429,61423,Parking,64821.0,Retail Store,40629.0,Other - Restaurant/Bar,13039.0,,9671619.0,185.03,False,True,True,41.54357059762465,58.45642940237535,105.53212965827133,66.14623186754147,21.228204418540287,0.0,1.0,0.0,0.0
237,421,Other,47.61185,-122.33421,1996,1,4,166960,100375,Parking,166960.0,Movie Theater,69947.0,Other - Restaurant/Bar,27400.0,,7378420.5,147.75,False,True,True,37.54652402416444,62.45347597583556,166.3362391033624,69.68567870485678,27.297633872976338,0.0,1.0,0.0,0.0
238,422,Large Office,47.61043,-122.33206,1989,1,56,389860,1215718,Office,1314475.0,Parking,389860.0,Other,30744.0,97.0,50984500.0,525.78,True,True,True,75.71840172199668,24.28159827800331,108.12334768424914,32.06829215327897,2.528875939979502,0.0,1.0,0.0,0.0
239,423,Large Office,47.60967,-122.33229,1980,1,36,0,794592,Office,748011.0,Parking,36606.0,Other,9975.0,96.0,27340878.0,216.43,False,True,True,100.0,0.0,94.13774616406911,4.606892593935001,1.2553612419958922,0.0,1.0,0.0,0.0
240,424,Large Office,47.60909,-122.33202,1971,1,21,93204,363100,Office,342952.0,Parking,106466.0,NotUsed,0.0,74.0,20421248.0,135.23,False,True,False,79.57414355342053,20.425856446579473,94.45111539520794,29.321399063618838,0.0,0.0,1.0,0.0,0.0
241,425,Large Office,47.61029,-122.34089,1986,1,12,15140,100717,Office,104788.0,Parking,11844.0,Restaurant,528.0,89.0,4757299.5,33.17,False,True,False,86.9321663775171,13.067833622482889,104.04201872573647,11.759683072371098,0.5242411906629467,0.0,1.0,0.0,0.0
242,426,Small- and Mid-Sized Office,47.61116,-122.34748,1999,1,4,17500,70000,Office,70090.0,Other,1672.0,NotUsed,0.0,72.0,4549892.0,31.72,False,True,False,80.0,20.0,100.12857142857143,2.388571428571429,0.0,0.0,1.0,0.0,0.0
243,427,Large Office,47.6117,-122.34778,1998,1,11,184776,189629,Office,150969.0,Laboratory,41829.0,NotUsed,0.0,72.0,13329024.0,92.92,False,True,False,50.64809497736408,49.35190502263592,79.61282293320114,22.058334959315296,0.0,0.0,1.0,0.0,0.0
244,428,Other,47.61252,-122.34351,1985,1,12,38000,155500,Other,146689.0,NotUsed,0.0,NotUsed,0.0,,14436982.0,100.65,False,True,False,80.36175710594316,19.638242894056848,94.33376205787782,0.0,0.0,0.0,1.0,0.0,0.0
245,429,Large Office,47.61108,-122.34217,1923,1,11,0,102846,Office,93879.0,Retail Store,7500.0,NotUsed,0.0,96.0,6047637.0,281.55,True,True,False,100.0,0.0,91.28113879003558,7.2924566828073045,0.0,0.0,1.0,0.0,0.0
246,430,Small- and Mid-Sized Office,47.61304,-122.34059,1925,1,4,0,52800,Office,38880.0,Restaurant,12960.0,NotUsed,0.0,83.0,2500323.75,44.48,False,True,True,100.0,0.0,73.63636363636364,24.545454545454547,0.0,0.0,1.0,0.0,0.0
247,432,Mixed Use Property,47.61229,-122.33903,1913,3,10,0,258497,Parking,155000.0,Office,145594.0,Retail Store,103200.0,,21536130.0,418.9,True,True,False,100.0,0.0,59.962011164539625,56.3232842160644,39.923093885035414,1.0,0.0,0.0,0.0
248,433,Retail Store,47.61098,-122.33815,1929,1,8,0,861702,Retail Store,509342.0,Other,380639.0,NotUsed,0.0,,17666646.0,328.83,True,True,True,100.0,0.0,59.10883344822224,44.172927531791736,0.0,0.0,1.0,0.0,0.0
249,434,Other,47.61,-122.32922,1999,1,5,97400,109550,Other,206950.0,NotUsed,0.0,NotUsed,0.0,,19105426.0,249.09,True,True,False,52.9354916646533,47.0645083353467,188.90917389319947,0.0,0.0,0.0,1.0,0.0,0.0
250,436,Other,47.61048,-122.32837,1988,1,9,0,46710,Urgent Care/Clinic/Other Outpatient,46710.0,NotUsed,0.0,NotUsed,0.0,,4439795.5,130.69,True,True,False,100.0,0.0,100.0,0.0,0.0,0.0,1.0,0.0,0.0
251,437,Medical Office,47.61048,-122.32837,1945,1,3,104000,162000,Medical Office,162000.0,Parking,104000.0,NotUsed,0.0,65.0,14009703.0,201.15,True,True,True,60.902255639097746,39.097744360902254,100.0,64.19753086419753,0.0,0.0,1.0,0.0,0.0
252,438,Medical Office,47.60921,-122.32425,1992,1,14,407795,282363,Medical Office,270384.0,Parking,270383.0,NotUsed,0.0,58.0,21156670.0,147.49,False,True,False,40.91280547352925,59.08719452647075,95.75758863590485,95.75723448185492,0.0,0.0,1.0,0.0,0.0
253,439,Mixed Use Property,47.61915,-122.34857,2001,1,6,177660,200783,Parking,164332.0,Office,108781.0,Data Center,54184.0,100.0,55073120.0,456.22,False,True,True,53.05501753236287,46.94498246763713,81.84557457553677,54.178391596898145,26.986348445834558,0.0,1.0,0.0,0.0
254,440,Mixed Use Property,47.61915,-122.34857,2001,1,6,104922,108912,Parking,104922.0,Data Center,54385.0,Office,37721.0,100.0,75073888.0,530.59,False,True,True,50.93296669379051,49.06703330620949,96.33649184662848,49.934809754664315,34.63438372263846,0.0,1.0,0.0,0.0
255,441,Hotel,47.62036,-122.34588,1979,1,5,29409,79608,Hotel,109017.0,NotUsed,0.0,NotUsed,0.0,34.0,9707963.0,243.66,False,True,True,73.02347340323068,26.97652659676931,136.94226710883328,0.0,0.0,0.0,1.0,0.0,0.0
256,443,Large Office,47.62177,-122.36158,1981,1,5,38452,237282,Office,228504.0,Parking,47404.0,NotUsed,0.0,77.0,16373232.0,114.14,False,True,False,86.05467588327882,13.945324116721189,96.30060434419805,19.977916571842787,0.0,0.0,1.0,0.0,0.0
257,444,Warehouse,47.56064,-122.32522,2001,1,1,0,123061,Non-Refrigerated Warehouse,123061.0,NotUsed,0.0,NotUsed,0.0,59.0,1987934.625,13.86,False,True,False,100.0,0.0,100.0,0.0,0.0,0.0,1.0,0.0,0.0
258,446,Distribution Center,47.54868,-122.3255,1963,1,1,0,59090,Distribution Center,40272.0,Office,18818.0,NotUsed,0.0,45.0,3153949.5,117.11,False,True,True,100.0,0.0,68.15366390252157,31.846336097478424,0.0,0.0,1.0,0.0,0.0
259,447,Warehouse,47.5471,-122.32406,1963,1,1,0,106000,Non-Refrigerated Warehouse,106001.0,NotUsed,0.0,NotUsed,0.0,93.0,763364.5,5.32,False,True,False,100.0,0.0,100.00094339622642,0.0,0.0,0.0,1.0,0.0,0.0
260,449,Large Office,47.63349,-122.32634,1962,1,3,38400,120200,Office,125779.0,Parking,32821.0,Laboratory,20000.0,19.0,18471858.0,236.9,False,True,True,75.78814627994956,24.211853720050442,104.6414309484193,27.30532445923461,16.638935108153078,0.0,1.0,0.0,0.0
261,451,Distribution Center,47.53764,-122.3232,1960,1,1,0,119661,Distribution Center,118733.0,NotUsed,0.0,NotUsed,0.0,97.0,775864.1875,5.44,False,True,True,100.0,0.0,99.22447581083227,0.0,0.0,0.0,1.0,0.0,0.0
262,452,Large Office,47.62958,-122.32826,2001,1,7,44728,94472,Office,82098.0,NotUsed,0.0,NotUsed,0.0,81.0,4342597.0,30.27,False,True,False,67.86781609195403,32.132183908045974,86.90193919891608,0.0,0.0,0.0,1.0,0.0,0.0
263,453,Small- and Mid-Sized Office,47.62566,-122.34287,1984,1,6,33921,61800,Office,95721.0,Parking,31746.0,NotUsed,0.0,95.0,3155171.75,21.36,False,True,False,64.56263515842919,35.43736484157081,154.88834951456312,51.36893203883495,0.0,0.0,1.0,0.0,0.0
264,456,Large Office,47.62929,-122.34194,1996,2,5,115228,98055,Office,105563.0,Parking,0.0,NotUsed,0.0,83.0,5661689.5,39.47,False,True,False,45.97412827088891,54.02587172911109,107.65692723471521,0.0,0.0,0.0,1.0,0.0,0.0
265,457,Large Office,47.64776,-122.33924,2001,1,3,47656,56041,Office,63199.0,NotUsed,0.0,NotUsed,0.0,7.0,11672252.0,374.92,False,True,True,54.04302921010251,45.95697078989749,112.77279134919077,0.0,0.0,0.0,1.0,0.0,0.0
266,458,Small- and Mid-Sized Office,47.70105,-122.32659,1974,1,5,0,74880,Office,71751.0,Parking,0.0,NotUsed,0.0,56.0,5531460.0,35.8,False,True,False,100.0,0.0,95.8213141025641,0.0,0.0,0.0,1.0,0.0,0.0
267,459,Small- and Mid-Sized Office,47.69999,-122.32663,1979,1,6,0,88774,Office,85339.0,Parking,0.0,NotUsed,0.0,53.0,6353294.0,42.03,False,True,False,100.0,0.0,96.13062383130196,0.0,0.0,0.0,1.0,0.0,0.0
268,460,Large Office,47.69917,-122.3268,1983,1,5,0,122250,Office,91281.0,Adult Education,30177.0,Bank Branch,5931.0,93.0,5535626.0,38.59,False,True,False,100.0,0.0,74.66748466257668,24.684662576687117,4.851533742331289,0.0,1.0,0.0,0.0
269,461,Small- and Mid-Sized Office,47.70063,-122.32487,1979,1,4,0,53730,Office,53730.0,Parking,0.0,NotUsed,0.0,20.0,4742869.0,33.06,False,True,False,100.0,0.0,100.0,0.0,0.0,0.0,1.0,0.0,0.0
270,462,Small- and Mid-Sized Office,47.5671,-122.36416,1960,1,3,0,55593,Office,55593.0,NotUsed,0.0,NotUsed,0.0,55.0,4414587.0,93.23,False,True,True,100.0,0.0,100.0,0.0,0.0,0.0,1.0,0.0,0.0
271,463,Large Office,47.62269,-122.33224,1982,1,4,60960,73096,Office,72066.0,Parking,59137.0,NotUsed,0.0,54.0,4899096.0,32.73,False,True,False,54.526466551291996,45.473533448708004,98.59089416657547,80.90319579730765,0.0,0.0,1.0,0.0,0.0
272,464,Retail Store,47.5653,-122.33076,2005,1,1,0,158415,Retail Store,158415.0,NotUsed,0.0,NotUsed,0.0,25.0,23293664.0,454.49,False,True,True,100.0,0.0,100.0,0.0,0.0,0.0,1.0,0.0,0.0
273,465,Large Office,47.61907,-122.33651,1929,1,8,0,287819,Office,155985.0,Data Center,88350.0,Other,15630.0,,48037000.0,349.07,False,True,True,100.0,0.0,54.19551871141238,30.696375152439554,5.43049624937895,0.0,1.0,0.0,0.0
274,466,Other,47.60953,-122.32793,1975,1,8,0,158738,Urgent Care/Clinic/Other Outpatient,158738.0,NotUsed,0.0,NotUsed,0.0,,61214744.0,1268.87,True,True,True,100.0,0.0,100.0,0.0,0.0,0.0,1.0,0.0,0.0
275,492,Small- and Mid-Sized Office,47.62003,-122.35706,1985,1,4,28800,58195,Office,58195.0,Parking,28800.0,NotUsed,0.0,81.0,3018140.75,20.86,False,True,False,66.89464911776538,33.10535088223461,100.0,49.4887876965375,0.0,0.0,1.0,0.0,0.0
276,467,Retail Store,47.66057,-122.36857,1999,1,1,0,164437,Retail Store,102653.0,Supermarket/Grocery Store,74102.0,Parking,0.0,62.0,19031574.0,326.18,False,True,True,100.0,0.0,62.42694770641644,45.06406708952365,0.0,0.0,1.0,0.0,0.0
277,468,Large Office,47.62402,-122.33755,2009,1,5,66234,118248,Office,118016.0,Parking,66234.0,Other,1595.0,95.0,5869476.5,40.47,False,True,True,64.09731030669658,35.902689693303415,99.80380217847237,56.0127866856099,1.3488600230025032,0.0,1.0,0.0,0.0
278,469,Laboratory,47.62348,-122.33743,1928,1,3,0,55200,Laboratory,54880.0,Data Center,320.0,NotUsed,0.0,,12072969.0,269.71,False,True,True,100.0,0.0,99.42028985507247,0.5797101449275363,0.0,0.0,1.0,0.0,0.0
279,470,Laboratory,47.62254,-122.33753,2003,1,4,111793,129366,Laboratory,176171.0,NotUsed,0.0,NotUsed,0.0,,34746128.0,849.83,False,True,True,53.64344685456483,46.35655314543517,136.18029466784162,0.0,0.0,0.0,1.0,0.0,0.0
280,471,Large Office,47.62286,-122.33804,2004,1,6,52582,86700,Office,79384.0,Parking,52582.0,Financial Office,3027.0,96.0,3238216.0,22.57,False,True,False,62.24781378785485,37.75218621214515,91.56170703575548,60.648212226066896,3.491349480968858,0.0,1.0,0.0,0.0
281,473,Large Office,47.62383,-122.3356,2009,1,5,98700,172371,Office,168132.0,Parking,96918.0,Medical Office,16862.0,96.0,7960023.0,61.93,False,True,True,63.588875239328445,36.411124760671555,97.54076961901944,56.226395391336126,9.782387988698796,0.0,1.0,0.0,0.0
282,474,Warehouse,47.62572,-122.33389,1914,1,5,0,127800,Non-Refrigerated Warehouse,127800.0,NotUsed,0.0,NotUsed,0.0,56.0,2811924.5,29.53,False,True,True,100.0,0.0,100.0,0.0,0.0,0.0,1.0,0.0,0.0
283,475,Large Office,47.62855,-122.33035,2002,1,5,206597,353919,Office,372503.0,Parking,189133.0,NotUsed,0.0,71.0,30401640.0,632.4,False,True,True,63.141640916584,36.858359083416,105.25091899558939,53.4396288416276,0.0,0.0,1.0,0.0,0.0
284,476,Large Office,47.62621,-122.33128,2001,1,6,95000,131592,Office,131592.0,Parking,83178.0,NotUsed,0.0,49.0,11812678.0,94.64,False,True,True,58.074424516311254,41.925575483688746,100.0,63.20900966624111,0.0,0.0,1.0,0.0,0.0
285,477,Other,47.62855,-122.33035,1997,1,5,0,535947,Other,535947.0,Parking,103983.0,NotUsed,0.0,,137106112.0,3995.45,False,True,True,100.0,0.0,100.0,19.401731887667996,0.0,1.0,0.0,0.0,0.0
286,480,Mixed Use Property,47.62121,-122.33885,2003,1,5,50654,109046,Other,72407.0,Parking,49314.0,Office,37406.0,,31915486.0,726.96,False,True,True,68.28177833437695,31.718221665623044,66.40041817214754,45.22311684976982,34.30295471635824,0.0,1.0,0.0,0.0
287,481,Large Office,47.62137,-122.33744,2006,1,4,73673,136143,Office,113803.0,Parking,79091.0,Fitness Center/Health Club/Gym,15803.0,97.0,6917478.5,122.68,False,True,True,64.88685324284134,35.11314675715865,83.59078322058424,58.094062860374756,11.607647840873199,0.0,1.0,0.0,0.0
288,482,Large Office,47.62131,-122.33814,2006,1,6,109905,193198,Office,178628.0,Parking,99368.0,Bank Branch,6015.0,97.0,7554767.0,69.59,False,True,True,63.740048762301925,36.259951237698075,92.45851406329258,51.43324465056574,3.1133862669385812,0.0,1.0,0.0,0.0
289,484,Mixed Use Property,47.62002,-122.33687,1954,1,3,0,67380,Non-Refrigerated Warehouse,29732.0,Office,17372.0,Other - Entertainment/Public Assembly,13639.0,66.0,3066491.25,74.1,False,True,True,100.0,0.0,44.125853368952214,25.782131196200652,20.241911546452954,0.0,1.0,0.0,0.0
290,487,Laboratory,47.62405,-122.34036,1963,1,4,0,102235,Laboratory,103135.0,NotUsed,0.0,NotUsed,0.0,,24903228.0,587.16,False,True,True,100.0,0.0,100.88032474201594,0.0,0.0,0.0,1.0,0.0,0.0
291,488,Mixed Use Property,47.62405,-122.34036,2008,1,5,153684,282813,Laboratory,175364.0,Parking,173235.0,Office,88901.0,,47629656.0,1019.53,False,True,True,64.79151059457453,35.20848940542547,62.00705059526967,61.25425634606613,31.434552159907785,0.0,1.0,0.0,0.0
292,489,Small- and Mid-Sized Office,47.62115,-122.3597,1974,1,5,20826,67236,Office,64752.0,Parking,21396.0,NotUsed,0.0,80.0,3558562.5,23.81,False,True,False,76.35075287865368,23.649247121346324,96.30555059789398,31.822238086739247,0.0,0.0,1.0,0.0,0.0
293,490,Small- and Mid-Sized Office,47.62224,-122.3585,1972,1,5,20416,66762,Office,66648.0,Parking,15167.0,NotUsed,0.0,69.0,3838006.75,25.32,False,True,False,76.58124756245842,23.41875243754158,99.82924418082142,22.718013241065275,0.0,0.0,1.0,0.0,0.0
294,491,Small- and Mid-Sized Office,47.62224,-122.3585,1970,1,5,20416,66762,Office,66747.0,Parking,28285.0,NotUsed,0.0,86.0,3705629.0,24.35,False,True,False,76.58124756245842,23.41875243754158,99.97753212905545,42.36691531110512,0.0,0.0,1.0,0.0,0.0
295,494,Medical Office,47.65821,-122.31831,1988,1,4,88405,108344,Medical Office,108344.0,Parking,88405.0,NotUsed,0.0,5.0,19718338.0,477.87,False,True,True,55.06711597009387,44.93288402990613,100.0,81.59658125969135,0.0,0.0,1.0,0.0,0.0
296,495,Medical Office,47.65884,-122.3183,1994,1,4,95281,95995,Medical Office,95995.0,NotUsed,0.0,NotUsed,0.0,21.0,8422861.0,77.99,False,True,True,50.18664129320981,49.81335870679019,100.0,0.0,0.0,0.0,1.0,0.0,0.0
297,497,Warehouse,47.56885,-122.37121,1997,1,4,0,98475,Non-Refrigerated Warehouse,98475.0,NotUsed,0.0,NotUsed,0.0,83.0,1178591.625,22.44,False,True,True,100.0,0.0,100.0,0.0,0.0,0.0,1.0,0.0,0.0
298,498,Hospital,47.62667,-122.32965,2000,1,7,150455,201075,Hospital (General Medical & Surgical),215602.0,NotUsed,0.0,NotUsed,0.0,23.0,43178016.0,1032.63,False,True,True,57.19995448468125,42.80004551531875,107.22466741265697,0.0,0.0,0.0,1.0,0.0,0.0
299,500,Supermarket / Grocery Store,47.7237,-122.29232,1995,1,2,187878,121087,Supermarket/Grocery Store,121087.0,Parking,0.0,Parking,0.0,78.0,14843382.0,277.98,False,True,True,39.19117052093279,60.80882947906721,100.0,0.0,0.0,0.0,1.0,0.0,0.0
300,503,Supermarket / Grocery Store,47.56895,-122.33775,2008,1,1,0,63225,Supermarket/Grocery Store,63225.0,NotUsed,0.0,NotUsed,0.0,100.0,6522551.5,45.47,False,True,False,100.0,0.0,100.0,0.0,0.0,0.0,1.0,0.0,0.0
301,504,Other,47.56548,-122.35378,1955,1,1,0,113780,Other - Services,91532.0,Office,22248.0,NotUsed,0.0,,4021869.0,121.98,False,True,True,100.0,0.0,80.44647565477237,19.553524345227633,0.0,0.0,0.0,1.0,0.0
302,507,Warehouse,47.56419,-122.34262,1999,1,1,0,243044,Non-Refrigerated Warehouse,325424.0,NotUsed,0.0,NotUsed,0.0,100.0,1396082.25,41.8,False,True,True,100.0,0.0,133.89509718404898,0.0,0.0,0.0,1.0,0.0,0.0
303,508,Other,47.64942,-122.35024,2001,1,3,156312,123940,Parking,156312.0,Office,116440.0,Retail Store,7500.0,,11521702.0,80.32,False,True,False,44.224483678974636,55.775516321025364,126.11908988220107,93.94868484750685,6.0513151524931414,0.0,1.0,0.0,0.0
304,513,Other,47.63549,-122.34103,1952,1,3,12998,53464,Other,72000.0,Parking,15000.0,NotUsed,0.0,,6876439.5,47.94,False,True,False,80.44295988685263,19.557040113147362,134.67005835702528,28.0562621577136,0.0,0.0,1.0,0.0,0.0
305,514,Retail Store,47.72053,-122.34739,1997,1,1,0,131387,Retail Store,107931.0,NotUsed,0.0,NotUsed,0.0,72.0,8949319.0,110.46,False,True,True,100.0,0.0,82.14739662219246,0.0,0.0,0.0,1.0,0.0,0.0
306,515,Warehouse,47.72377,-122.34095,1999,1,3,0,94400,Non-Refrigerated Warehouse,67155.0,NotUsed,0.0,NotUsed,0.0,38.0,800622.875,10.24,False,True,True,100.0,0.0,71.13877118644068,0.0,0.0,0.0,1.0,0.0,0.0
307,516,Other,47.72546,-122.34659,1964,6,1,0,111900,Strip Mall,124231.0,Parking,0.0,NotUsed,0.0,,10079993.0,226.43,False,True,True,100.0,0.0,111.01966041108132,0.0,0.0,0.0,1.0,0.0,0.0
308,517,Supermarket / Grocery Store,47.72803,-122.34214,1984,1,1,0,144776,Wholesale Club/Supercenter,144776.0,NotUsed,0.0,NotUsed,0.0,56.0,13827966.0,237.39,False,True,True,100.0,0.0,100.0,0.0,0.0,0.0,1.0,0.0,0.0
309,518,Retail Store,47.7249,-122.34332,1967,1,1,0,114000,Retail Store,57805.0,Supermarket/Grocery Store,56312.0,NotUsed,0.0,79.0,17225444.0,553.27,False,True,True,100.0,0.0,50.70614035087719,49.396491228070175,0.0,0.0,1.0,0.0,0.0
310,519,Supermarket / Grocery Store,47.7235,-122.34458,1997,1,1,0,50083,Supermarket/Grocery Store,50065.0,Parking,0.0,NotUsed,0.0,78.0,8901074.0,158.92,False,True,True,100.0,0.0,99.9640596609628,0.0,0.0,0.0,1.0,0.0,0.0
311,520,Large Office,47.65086,-122.35412,1988,1,3,28645,95426,Office,96504.0,NotUsed,0.0,NotUsed,0.0,73.0,4991360.5,34.9,False,True,True,76.91241305381595,23.08758694618404,101.12967115880367,0.0,0.0,0.0,1.0,0.0,0.0
312,521,Small- and Mid-Sized Office,47.64963,-122.35158,2000,1,4,36528,53472,Office,90000.0,NotUsed,0.0,NotUsed,0.0,84.0,3897738.0,27.17,False,True,False,59.413333333333334,40.586666666666666,168.3123877917415,0.0,0.0,0.0,1.0,0.0,0.0
313,522,Small- and Mid-Sized Office,47.64849,-122.35041,2001,1,3,33709,62332,Office,62232.0,Parking,33709.0,NotUsed,0.0,70.0,5413418.0,37.74,False,True,False,64.90144833977156,35.098551660228445,99.83956876082911,54.07976641211577,0.0,0.0,1.0,0.0,0.0
314,523,Large Office,47.64822,-122.34848,1999,1,3,114829,166128,Office,152579.0,Parking,93893.0,Data Center,7500.0,96.0,11325513.0,94.47,False,True,True,59.12933295842424,40.87066704157576,91.84424058557256,56.518467687566215,4.5145911586246745,0.0,1.0,0.0,0.0
315,524,Large Office,47.64882,-122.34905,1999,1,4,103032,140302,Office,138995.0,Parking,24549.0,NotUsed,0.0,89.0,8651835.0,85.01,False,True,True,57.65819819671727,42.34180180328273,99.0684380835626,17.497255919373924,0.0,0.0,1.0,0.0,0.0
316,525,Mixed Use Property,47.6074,-122.33777,1991,1,6,0,154660,Other - Entertainment/Public Assembly,119815.0,Other - Recreation,63101.0,Social/Meeting Hall,26380.0,,53734196.0,1623.34,True,True,True,100.0,0.0,77.46993404888141,40.7998189577137,17.056769688348634,0.0,1.0,0.0,0.0
317,526,Large Office,47.55146,-122.32832,1982,1,5,121375,268920,Office,243018.0,Parking,108408.0,NotUsed,0.0,95.0,7683885.0,53.57,False,True,False,68.90172817996644,31.098271820033563,90.36813922356092,40.31236055332441,0.0,0.0,1.0,0.0,0.0
318,527,Warehouse,47.54983,-122.32858,1967,1,2,0,90000,Non-Refrigerated Warehouse,70000.0,Office,20000.0,NotUsed,0.0,87.0,1468317.375,17.17,False,True,True,100.0,0.0,77.77777777777777,22.22222222222222,0.0,0.0,1.0,0.0,0.0
319,528,Retail Store,47.55032,-122.32614,1966,1,1,0,50200,Retail Store,50200.0,NotUsed,0.0,NotUsed,0.0,,1193084.5,32.22,False,True,True,100.0,0.0,100.0,0.0,0.0,0.0,1.0,0.0,0.0
320,529,Small- and Mid-Sized Office,47.66891,-122.38528,1925,1,6,6200,87833,Office,53993.0,Retail Store,24744.0,Parking,4500.0,,5055586.0,120.24,False,True,True,93.40657003392425,6.593429966075739,61.47233955347079,28.171643915157173,5.123359101932076,0.0,1.0,0.0,0.0
321,530,Warehouse,47.66724,-122.38553,1941,1,2,0,63240,Non-Refrigerated Warehouse,63240.0,NotUsed,0.0,NotUsed,0.0,100.0,272913.6875,8.15,False,True,True,100.0,0.0,100.0,0.0,0.0,0.0,1.0,0.0,0.0
322,532,Other,47.66233,-122.3748,2008,1,5,182454,140415,Parking,182454.0,Retail Store,130744.0,NotUsed,0.0,,17628306.0,413.35,False,True,True,43.48977449058287,56.51022550941713,129.93910906954386,93.11255919951572,0.0,0.0,1.0,0.0,0.0
323,533,Self-Storage Facility,47.64676,-122.37581,1988,1,4,23400,106893,Self-Storage Facility,130293.0,Parking,8800.0,NotUsed,0.0,,465533.3125,3.25,False,True,False,82.04047799958555,17.959522000414452,121.8910499284331,8.232531597017578,0.0,0.0,1.0,0.0,0.0
324,534,Warehouse,47.65567,-122.37478,1997,1,4,0,106041,Non-Refrigerated Warehouse,106041.0,NotUsed,0.0,NotUsed,0.0,94.0,1254908.5,25.58,False,True,True,100.0,0.0,100.0,0.0,0.0,0.0,1.0,0.0,0.0
325,536,Self-Storage Facility,47.63634,-122.3754,1956,1,3,0,94470,Self-Storage Facility,94470.0,NotUsed,0.0,NotUsed,0.0,,1187738.375,33.18,False,True,True,100.0,0.0,100.0,0.0,0.0,0.0,1.0,0.0,0.0
326,538,Large Office,47.59963,-122.32796,2002,1,10,38186,143508,Office,150840.0,Parking,26946.0,Other,2155.0,88.0,7783714.5,53.25,False,True,False,78.98334562506192,21.01665437493808,105.10912283635756,18.7766535663517,1.5016584441285503,0.0,1.0,0.0,0.0
327,540,Warehouse,47.54769,-122.3251,1966,1,1,0,22780,Non-Refrigerated Warehouse,22780.0,NotUsed,0.0,NotUsed,0.0,33.0,402051.3125,2.8,False,True,False,100.0,0.0,100.0,0.0,0.0,0.0,1.0,0.0,0.0
328,543,Distribution Center,47.54187,-122.32714,1967,1,1,0,124472,Distribution Center,124423.0,Parking,0.0,NotUsed,0.0,62.0,6345882.5,237.36,False,True,True,100.0,0.0,99.96063371681984,0.0,0.0,0.0,1.0,0.0,0.0
